,Top_Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week,Duration,Loudness,Tempo,Tempo_Confidence,Meter,Meter_Confidence,Key,Key_Confidence,Mode,Mode_Confidence
174,50,A Little Less Conversation,Elvis Presley vs JXL,9,2002-07-13,2002-09-07,211.50667,-5.972,114.999,0.932,4.0,1.0,4.0,0.273,0.0,0.316
175,65,"A Little Less Sixteen Candles, A Little More Touch Me",Fall Out Boy,13,2006-04-08,2006-07-01,169.02667,-3.586,133.044,0.879,4.0,0.9,7.0,0.393,1.0,0.472
176,42,A Little More Country Than That,Easton Corbin,20,2010-01-23,2010-06-05,172.22667,-8.534,84.969,0.149,4.0,0.938,11.0,0.789,1.0,0.707
177,52,A Little More Summertime,Jason Aldean,13,2016-08-06,2016-12-17,219.54668,-4.446,167.665,0.114,4.0,0.445,9.0,0.495,1.0,0.617
178,77,A Little Party Never Killed Nobody (All We Got),"Fergie, Q-Tip & GoonRock",2,2013-06-01,2013-06-08,240.73334,-5.075,130.011,0.758,4.0,1.0,5.0,0.752,0.0,0.68
179,53,A Little Too Late,Toby Keith,15,2006-06-03,2006-09-09,248.04,-5.815,100.95,0.123,4.0,1.0,11.0,0.544,1.0,0.598
180,94,A Little Too Much,Shawn Mendes,1,2015-02-21,2015-02-21,187.02667,-6.24,165.76,0.016,4.0,0.502,11.0,0.687,1.0,0.707
181,69,A Lonely Night,The Weeknd,1,2016-12-17,2016-12-17,220.17332,-6.955,113.998,0.977,4.0,0.98,7.0,0.39,0.0,0.094
182,43,A Long Walk,Jill Scott,19,2001-02-10,2001-06-16,280.97333,-9.295,75.714,0.136,4.0,0.994,6.0,0.491,0.0,0.468
183,12,A Lot,21 Savage,23,2019-01-05,2019-06-08,288.62418,-7.643,145.972,0.459,4.0,0.952,1.0,0.21,1.0,0.409
184,55,A Lot Of Things Different,Kenny Chesney,15,2002-11-30,2003-03-08,283.86667,-13.693,74.847,0.255,4.0,0.14,2.0,0.543,1.0,0.611
185,89,A Man Who Was Gonna Die Young,Eric Church,1,2014-02-15,2014-02-15,193.78667,-16.561,134.936,0.077,4.0,0.985,11.0,0.989,1.0,0.912
186,6,A Milli,Lil Wayne,23,2008-05-10,2008-10-11,221.84,-8.636,151.486,0.272,4.0,0.985,6.0,0.38,0.0,0.529
187,90,A Million Dreams,P!nk,1,2018-11-10,2018-11-10,273.64,-6.282,148.173,0.157,4.0,0.834,7.0,0.79,1.0,0.793
188,1,A Moment Like This,Kelly Clarkson,20,2002-09-21,2003-02-01,228.28,-3.918,145.184,0.03,4.0,1.0,8.0,0.595,1.0,0.576
189,22,A New Day Has Come,Celine Dion,20,2002-03-02,2002-07-13,210.22667,-5.087,101.991,0.786,4.0,0.951,8.0,0.76,1.0,0.855
190,14,A Public Affair,Jessica Simpson,12,2006-07-15,2006-09-30,201.46667,-3.878,124.052,0.902,4.0,1.0,11.0,0.551,0.0,0.541
191,38,A Real Fine Place To Start,Sara Evans,20,2005-07-09,2005-11-19,238.73334,-2.834,120.953,0.918,4.0,0.983,8.0,0.971,1.0,0.744
192,97,A Rose By Any Other Name,Teena Marie ft. Gerald Levert,2,2005-01-01,2005-01-15,327.16,-4.465,128.288,0.778,4.0,1.0,6.0,0.406,0.0,0.533
193,10,A Sky Full Of Stars,Coldplay,26,2014-05-17,2014-11-08,267.86667,-6.474,124.97,0.756,4.0,1.0,6.0,0.55,1.0,0.627
194,29,A Thousand Bad Times,Post Malone,3,2019-09-21,2019-10-05,221.17332,-3.498,159.0,0.32,4.0,1.0,6.0,0.561,1.0,0.495
195,5,A Thousand Miles,Vanessa Carlton,41,2002-03-02,2002-12-07,237.49333,-3.862,94.931,0.341,4.0,1.0,11.0,0.865,1.0,0.751
196,31,A Thousand Years,Christina Perri,26,2011-11-05,2015-05-30,285.12,-7.445,139.028,0.395,3.0,1.0,10.0,0.566,1.0,0.607
197,53,A Thousand Years (Part 2),Christina Perri ft. Steve Kazee,3,2012-12-01,2012-12-15,285.12,-7.445,139.028,0.395,3.0,1.0,10.0,0.566,1.0,0.607
198,33,A Woman Like You,Lee Brice,20,2011-12-31,2012-05-19,209.78667,-7.422,160.048,0.363,4.0,0.99,7.0,0.726,1.0,0.621
199,73,A Woman's Love,Alan Jackson,12,2007-04-14,2007-06-30,253.64,-8.868,139.404,0.736,4.0,1.0,4.0,0.807,1.0,0.685
200,7,A Woman's Worth,Alicia Keys,20,2001-10-27,2002-03-09,303.33334,-8.323,75.09,0.207,4.0,1.0,4.0,0.72,0.0,0.641
201,35,A Year Without Rain,Selena Gomez & The Scene,8,2010-09-25,2011-01-15,234.33333,-5.264,119.966,0.813,4.0,0.761,2.0,0.406,0.0,0.455
202,63,A$AP Forever,A$AP Rocky ft. Moby,2,2018-04-21,2018-06-09,315.77332,-6.416,125.948,0.017,4.0,0.886,5.0,0.195,0.0,0.285
203,34,A-O-K,Tai Verdes,19,2021-07-17,2021-11-20,173.64,-6.919,82.488,0.608,4.0,1.0,11.0,0.42,1.0,0.435
204,66,A-YO,Lady Gaga,1,2016-11-12,2016-11-12,220.62666,-5.853,122.021,0.871,4.0,1.0,5.0,0.276,0.0,0.417
205,60,A.D.I.D.A.S.,Killer Mike ft. Big Boi,9,2003-02-15,2003-04-12,207.76,-2.631,93.024,0.161,4.0,1.0,10.0,0.374,0.0,0.466
206,94,A.M.,One Direction,1,2015-12-05,2015-12-05,192.12,-5.672,138.113,0.764,4.0,1.0,0.0,0.287,0.0,0.408
207,28,AA,Walker Hayes,17,2022-01-15,2022-05-14,189.56,-6.227,104.027,0.75,4.0,1.0,4.0,0.456,1.0,0.468
208,88,ABC,Glee Cast,1,2011-12-24,2011-12-24,174.0,-2.901,99.009,0.402,4.0,1.0,1.0,0.265,0.0,0.379
209,41,AM,Nio Garcia X J Balvin X Bad Bunny,10,2021-07-10,2021-09-11,261.33493,-5.015,172.031,0.615,4.0,1.0,6.0,0.294,0.0,0.34
210,27,AM To PM,Christina Milian,20,2001-08-25,2002-01-05,231.21333,-3.036,105.005,0.852,4.0,1.0,10.0,0.0,0.0,0.024
211,64,AP,Pop Smoke,2,2021-03-13,2021-03-20,171.89185,-6.757,148.017,0.423,4.0,1.0,1.0,0.743,1.0,0.634
212,75,ASAP,T.I.,8,2005-06-18,2005-08-06,284.41333,-5.426,158.13,0.427,4.0,1.0,9.0,0.366,1.0,0.392
213,95,ASMR,21 Savage,1,2019-01-05,2019-01-05,171.71379,-7.738,170.067,0.057,4.0,0.682,1.0,0.739,1.0,0.592
214,6,ATM,J. Cole,5,2018-05-05,2018-06-02,216.72685,-7.661,81.817,0.424,4.0,1.0,8.0,0.488,1.0,0.493
215,35,Aaron's Party (Come Get It),Aaron Carter,15,2000-08-26,2000-12-02,204.73334,-4.121,117.03,0.975,4.0,1.0,1.0,0.517,1.0,0.461
216,19,About Damn Time,Lizzo,3,2022-04-30,2022-05-14,191.82204,-6.305,108.966,0.809,4.0,0.976,10.0,0.482,0.0,0.586
217,42,About The Money,T.I. ft. Young Thug,20,2014-08-23,2015-01-03,270.12,-4.964,101.997,0.333,4.0,1.0,9.0,0.26,0.0,0.389
218,33,About Us,Brooke Hogan ft. Paul Wall,17,2006-08-19,2006-12-16,203.34666,-3.904,83.339,0.064,4.0,1.0,1.0,0.008,0.0,0.158
219,83,About You,Trey Songz,3,2015-09-12,2015-10-03,196.89973,-4.066,204.002,0.115,4.0,1.0,0.0,0.384,0.0,0.734
220,47,About You Now,Miranda Cosgrove,4,2009-01-10,2009-01-31,190.56,-3.8,164.979,0.214,4.0,1.0,6.0,0.14,1.0,0.382
221,70,Absolute,The Fray,1,2009-02-21,2009-02-21,227.08,-5.593,140.515,0.754,4.0,0.794,3.0,0.362,1.0,0.519
222,6,Absolutely (Story Of A Girl),Nine Days,27,2000-05-06,2000-11-04,189.33333,-5.204,96.493,0.554,4.0,0.866,7.0,0.692,1.0,0.65
223,72,Acapella,Karmin,8,2013-07-27,2013-09-14,198.90668,-4.933,169.865,0.336,4.0,0.749,2.0,0.478,1.0,0.57
224,77,Accidental Racist,Brad Paisley ft. LL Cool J,1,2013-04-27,2013-04-27,351.17334,-6.346,139.954,0.044,4.0,0.857,7.0,0.717,1.0,1.0
225,39,Accidentally In Love,Counting Crows,20,2004-06-26,2004-11-06,188.61333,-3.641,138.0,0.973,4.0,1.0,7.0,0.464,1.0,0.55
226,17,According To You,Orianthi,21,2009-12-19,2010-05-08,200.34666,-2.582,131.002,0.95,4.0,0.512,5.0,0.388,1.0,0.398
227,80,Achy Breaky 2,Buck 22 ft. Billy Ray Cyrus,1,2014-03-01,2014-03-01,152.22118,-8.354,74.009,0.147,4.0,1.0,9.0,0.445,1.0,0.342
228,60,Acquainted,The Weeknd,18,2015-09-19,2016-05-14,348.85333,-9.835,101.102,0.468,4.0,0.95,7.0,0.353,0.0,0.52
229,22,Across The Universe,Various Artists,1,2005-03-05,2005-03-05,281.44327,-19.972,89.841,0.103,4.0,0.889,8.0,0.09,0.0,0.272
230,32,Act A Fool,Ludacris,11,2003-06-07,2003-08-16,270.73334,-2.408,110.64,0.39,5.0,1.0,9.0,0.371,1.0,0.443
231,100,Act Right,Yo Gotti ft. Jeezy & YG,1,2013-09-21,2013-09-21,250.77333,-6.714,97.999,0.671,4.0,1.0,8.0,0.438,1.0,0.483
232,26,Act Up,City Girls,21,2019-03-16,2019-08-03,158.33206,-4.713,97.075,0.223,4.0,1.0,8.0,0.286,1.0,0.441
233,74,Adderall (Corvette Corvette),Popp Hunna,6,2021-01-02,2021-02-06,176.38281,-3.545,141.06,0.798,4.0,1.0,4.0,0.0,0.0,0.0
234,20,Addicted,Simple Plan,34,2003-06-28,2009-02-14,232.06667,-5.46,139.51,0.625,3.0,1.0,1.0,1.0,1.0,0.756
235,9,Addictive,Truth Hurts ft. Rakim,20,2002-04-20,2002-08-31,226.44,-6.591,99.271,0.116,4.0,1.0,11.0,0.517,0.0,0.658
236,86,Adicto,"Tainy, Anuel AA & Ozuna",2,2019-10-05,2019-10-12,270.7405,-4.803,80.002,0.15,4.0,0.909,10.0,0.031,0.0,0.295
237,93,Adore,Cashmere Cat ft. Ariana Grande,1,2015-03-21,2015-03-21,216.0,-5.611,139.546,0.237,4.0,1.0,5.0,0.178,0.0,0.409
238,6,Adore You,Miley Cyrus,50,2013-10-26,2020-11-28,278.74667,-5.407,119.759,0.549,4.0,1.0,0.0,0.341,1.0,0.486
239,17,Adorn,Miguel,33,2012-08-18,2013-03-30,193.14667,-5.693,179.063,0.369,4.0,0.974,11.0,0.422,0.0,0.451
240,94,Adrenalina,Wisin ft. Jennifer Lopez & Ricky Martin,1,2014-03-22,2014-03-22,235.54668,-2.793,124.987,0.697,4.0,1.0,5.0,0.129,1.0,0.127
241,13,Adventure Of A Lifetime,Coldplay,20,2015-11-28,2016-04-09,263.78668,-3.887,111.995,0.923,4.0,1.0,7.0,0.358,1.0,0.584
242,55,Aerials,System Of A Down,20,2002-08-17,2002-12-28,235.05324,-4.217,79.342,0.091,4.0,0.929,0.0,0.417,0.0,0.523
243,37,Afire Love,Ed Sheeran,1,2014-07-05,2014-07-05,314.28,-6.568,97.97,0.646,4.0,1.0,5.0,0.477,1.0,0.474
244,78,Afraid To Sleep,Vicci Martinez,1,2011-07-16,2011-07-16,200.77333,-4.101,120.003,0.545,4.0,0.662,11.0,0.447,0.0,0.551
245,51,Africa,Weezer,15,2018-06-16,2018-11-03,238.62666,-3.59,92.147,0.592,4.0,0.947,8.0,0.515,1.0,0.604
246,31,After A Few,Travis Denning,15,2020-04-11,2020-07-18,213.49333,-4.316,106.998,0.791,4.0,0.757,10.0,0.488,0.0,0.548
247,41,After Dark,Drake ft. Static Major & Ty Dolla $ign,3,2018-07-14,2018-07-28,289.56,-13.075,141.966,0.268,4.0,0.954,2.0,0.792,1.0,0.516
248,20,After Hours,The Weeknd,7,2020-02-29,2020-04-18,200.04,-5.934,171.005,0.875,4.0,1.0,1.0,0.0,1.0,0.152
249,68,After Last Night,Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins,1,2021-11-27,2021-11-27,249.44444,-8.958,140.051,0.682,4.0,1.0,0.0,0.404,0.0,0.548
250,88,After Midnight,Blink-182,1,2011-10-15,2011-10-15,206.86667,-3.997,167.995,0.699,4.0,1.0,9.0,0.638,1.0,0.627
251,44,After Party,Koffee Brown,20,2001-01-13,2020-09-19,214.56,-4.796,105.481,0.344,4.0,1.0,5.0,0.188,0.0,0.276
252,29,Afterglow,Taylor Swift,10,2019-09-07,2021-03-06,223.29333,-8.746,111.011,0.638,4.0,1.0,9.0,0.682,1.0,0.52
253,4,Again,Lenny Kravitz,32,2000-11-18,2016-02-20,231.66667,-5.218,79.166,0.414,4.0,0.98,2.0,0.569,1.0,0.763
254,80,Again And Again,Jewel,2,2006-05-20,2006-05-27,236.17332,-3.795,132.938,0.218,4.0,1.0,0.0,0.32,1.0,0.493
255,18,Ahhh Ha,Lil Durk,11,2022-03-05,2022-05-14,186.53847,-9.185,156.005,0.376,4.0,1.0,1.0,0.456,1.0,0.461
256,81,Ai Se Eu Te Pego,Michel Telo,12,2012-04-14,2012-07-07,170.49333,-5.326,96.035,0.468,4.0,0.973,11.0,0.48,1.0,0.532
257,34,Aim For The Moon,Pop Smoke ft. Quavo,2,2020-07-18,2020-07-25,190.4762,-6.606,125.971,0.658,4.0,1.0,6.0,0.206,0.0,0.3
258,55,Ain't Always The Cowboy,Jon Pardi,18,2020-09-12,2021-01-16,220.88095,-3.458,151.913,0.545,4.0,1.0,9.0,0.585,1.0,0.543
259,50,Ain't Back Yet,Kenny Chesney,13,2010-03-20,2010-06-12,239.81332,-4.238,106.958,0.652,4.0,0.947,10.0,0.648,1.0,0.656
260,83,Ain't Easy,YoungBoy Never Broke Again,1,2020-05-09,2020-05-09,145.85138,-6.596,79.002,0.191,4.0,0.672,11.0,0.278,0.0,0.522
261,47,Ain't I,Yung L.A. ft. Young Dro & T.I.,19,2009-02-14,2009-06-20,252.09332,-3.126,77.504,0.376,4.0,0.888,11.0,0.582,1.0,0.549
262,10,Ain't It Fun,Paramore,24,2014-03-15,2014-08-23,296.52,-3.681,104.031,0.102,4.0,0.994,9.0,0.524,1.0,0.501
263,1,Ain't It Funny,Jennifer Lopez ft. Ja Rule,27,2001-12-29,2002-06-29,229.8,-2.686,89.43,0.302,4.0,1.0,8.0,0.432,1.0,0.543
264,93,Ain't Leavin Without You,Jaheim,4,2010-02-13,2010-04-03,200.61333,-5.899,98.929,0.778,4.0,0.991,10.0,0.526,0.0,0.743
265,76,Ain't My Fault,Zara Larsson,7,2016-10-29,2016-12-10,224.03079,-4.825,141.153,0.847,4.0,0.982,6.0,0.691,0.0,0.563
266,6,Ain't No Other Man,Christina Aguilera,20,2006-06-24,2006-11-04,228.90668,-4.722,127.91,0.612,4.0,0.994,7.0,0.436,1.0,0.458
267,83,Ain't No Rest For The Wicked,Cage The Elephant,11,2009-06-20,2009-11-21,175.49333,-7.075,156.036,0.245,4.0,1.0,0.0,0.783,1.0,0.471
268,88,Ain't No Stopping Us Now,Kane Brown,1,2016-07-09,2016-07-09,182.72,-5.725,75.992,0.251,4.0,0.676,10.0,0.258,1.0,0.374
269,37,Ain't No Sunshine,Kris Allen,2,2009-06-06,2009-06-13,,,,,,,,,,
270,25,Ain't Nothing 'Bout You,Brooks & Dunn,20,2001-03-10,2001-07-21,199.41333,-4.199,202.339,0.185,4.0,1.0,0.0,0.0,1.0,0.149
271,24,Ain't Shit,Doja Cat,14,2021-07-10,2021-11-06,174.25333,-4.601,124.097,0.412,4.0,1.0,3.0,0.347,1.0,0.546
272,63,Ain't Worried About Nothin,French Montana,13,2013-07-06,2013-09-28,212.42667,-2.234,127.887,0.69,4.0,1.0,1.0,0.378,1.0,0.511
273,43,Ain't Worth The Whiskey,Cole Swindell,19,2015-01-17,2015-05-23,191.90668,-3.91,153.712,0.401,4.0,0.723,2.0,0.777,1.0,0.659
274,76,Ain't Your Mama,Jennifer Lopez,2,2016-04-30,2016-05-28,218.23456,-5.529,120.075,0.23,4.0,1.0,8.0,0.406,0.0,0.443
275,3,Air Force Ones,"Nelly ft. Kyjuan, Ali & Murphy Lee",20,2002-11-09,2003-03-22,304.0,-9.74,164.062,0.119,4.0,1.0,4.0,0.585,0.0,0.403
276,2,Airplanes,B.o.B ft. Hayley Williams,30,2010-05-01,2010-11-20,180.48,-4.285,93.033,0.393,4.0,0.993,6.0,0.174,0.0,0.39
277,87,Album Of The Year (Freestyle),J. Cole,1,2018-08-25,2018-08-25,138.87234,-7.046,94.211,0.692,4.0,1.0,10.0,0.44,0.0,0.473
278,28,Alcohol,Brad Paisley,18,2005-07-02,2005-10-29,290.93332,-5.888,141.67,0.552,3.0,0.924,11.0,0.801,1.0,0.695
279,5,Alejandro,Lady Gaga,23,2010-04-17,2010-09-18,274.21332,-6.612,98.992,0.527,4.0,0.998,11.0,0.252,0.0,0.402
280,71,Alice,Avril Lavigne,3,2010-03-20,2020-06-13,300.98666,-4.403,119.004,0.584,4.0,0.98,0.0,0.389,1.0,0.48
281,32,Alive,P.O.D.,20,2001-11-03,2016-02-20,205.02667,-3.985,80.912,0.024,4.0,1.0,10.0,0.421,1.0,0.141
282,71,All About It,Hoodie Allen ft. Ed Sheeran,4,2015-01-24,2015-02-14,205.73334,-5.343,89.988,0.453,4.0,1.0,1.0,0.538,0.0,0.525
283,1,All About That Bass,Meghan Trainor,47,2014-07-26,2015-06-13,187.92,-3.726,134.052,0.863,4.0,1.0,9.0,0.275,1.0,0.27
284,37,All About Tonight,Blake Shelton,19,2010-07-03,2010-11-06,187.73334,-9.142,74.824,0.253,4.0,0.515,4.0,1.0,1.0,0.763
285,40,All Around Me,Flyleaf,20,2008-01-12,2020-02-29,198.50667,-4.893,146.975,0.578,4.0,0.741,9.0,0.068,1.0,0.319
286,22,All Around The World,Justin Bieber ft. Ludacris,9,2012-06-23,2013-05-11,244.54668,-3.951,127.972,0.808,4.0,1.0,3.0,0.392,0.0,0.356
287,50,All Bad,Justin Bieber,1,2013-11-30,2020-05-30,182.74667,-8.198,96.482,0.695,4.0,1.0,9.0,0.449,1.0,0.412
288,69,All Because Of You,Marques Houston ft. Young Rome,10,2005-05-07,2005-07-09,212.01334,-6.383,169.898,0.24,4.0,1.0,1.0,0.744,0.0,0.663
289,87,All By Myself,Glee Cast,1,2011-05-07,2011-05-07,247.30667,-7.465,117.337,0.109,3.0,0.104,11.0,0.694,0.0,0.127
290,77,All Da Smoke,Future & Young Thug,1,2017-11-11,2017-11-11,204.96,-6.862,147.0,0.244,4.0,1.0,0.0,0.11,1.0,0.254
291,70,All Dat,Moneybagg Yo X Megan Thee Stallion,4,2019-10-26,2020-01-25,143.95796,-3.904,120.047,0.089,5.0,1.0,2.0,0.502,1.0,0.467
292,15,All Day,"Kanye West ft. Theophilus London, Allan Kingdom & Paul McCartney",15,2015-03-21,2015-06-27,310.90668,-4.718,122.985,0.334,4.0,1.0,9.0,0.523,0.0,0.469
293,94,All Day Long,Chance The Rapper ft. John Legend,1,2019-08-10,2019-08-10,208.23828,-3.674,123.01,0.775,4.0,0.925,2.0,0.573,1.0,0.623
294,21,All Eyes On You,Meek Mill ft. Chris Brown & Nicki Minaj,20,2015-07-11,2015-11-21,223.97333,-5.288,77.521,0.254,4.0,1.0,11.0,0.516,0.0,0.538
295,79,All Eyez,The Game ft. Jeremih,5,2016-10-22,2016-11-26,215.29701,-6.679,76.835,0.165,3.0,1.0,0.0,0.269,1.0,0.479
296,69,All Eyez On Me,Monica,7,2002-08-10,2002-09-21,238.77333,-4.429,108.995,0.918,4.0,1.0,7.0,0.114,1.0,0.336
297,7,All Falls Down,Kanye West ft. Syleena Johnson,20,2004-03-13,2004-07-24,223.50667,-4.832,91.03,0.387,4.0,0.966,8.0,0.594,0.0,0.439
298,92,All For One,High School Musical 2 Cast,2,2007-09-01,2007-09-08,253.78667,-3.22,150.038,0.301,4.0,0.99,5.0,0.61,1.0,0.348
299,1,All For You,Janet,22,2001-03-17,2001-08-11,329.93332,-3.011,113.525,0.94,3.0,1.0,2.0,0.597,1.0,0.601
300,41,All Girls Are The Same,Juice WRLD,20,2018-05-26,2018-10-06,165.81973,-7.226,161.989,0.126,4.0,1.0,0.0,0.772,1.0,0.671
301,36,All Gold Everything,Trinidad James,20,2012-12-29,2013-05-11,187.90668,-8.868,99.764,0.556,4.0,1.0,0.0,0.0,0.0,0.145
302,86,All Good Things (Come To An End),Nelly Furtado,4,2007-05-26,2007-06-30,185.34875,-6.59,122.01,0.568,4.0,1.0,0.0,0.401,1.0,0.477
303,96,All Good?,De La Soul ft. Chaka Khan,3,2000-12-23,2001-01-06,281.67972,-6.437,103.087,0.703,4.0,1.0,10.0,0.287,0.0,0.462
304,77,All I Ask,Adele,1,2016-03-05,2016-03-05,271.8,-5.494,141.916,0.055,4.0,0.946,4.0,0.629,1.0,0.589
305,95,All I Ask For Anymore,Trace Adkins,2,2009-12-12,2009-12-19,237.21333,-6.493,129.786,0.18,4.0,0.719,2.0,0.978,1.0,0.876
306,24,All I Do Is Win,"DJ Khaled ft. T-Pain, Ludacris, Snoop Dogg & Rick Ross",24,2010-03-06,2010-08-14,232.50667,-3.616,150.097,0.831,4.0,1.0,10.0,0.38,1.0,0.413
307,86,All I Ever Wanted,Chuck Wicks,6,2008-10-18,2010-05-29,207.33333,-4.659,94.053,0.192,4.0,1.0,11.0,0.843,1.0,0.738
308,71,All I Got,Rod Wave,1,2021-04-10,2021-04-10,193.45456,-9.609,77.057,0.023,1.0,0.023,1.0,0.303,1.0,0.471
309,1,All I Have,Jennifer Lopez ft. LL Cool J,21,2002-12-28,2003-05-17,254.46667,-5.305,83.074,0.8,4.0,1.0,1.0,0.355,1.0,0.333
310,46,All I Know,The Weeknd ft. Future,2,2016-12-17,2016-12-24,321.02667,-10.614,120.021,0.266,4.0,0.751,8.0,0.831,0.0,0.722
311,74,All I Know So Far,P!nk,5,2021-05-22,2021-07-24,277.41333,-5.749,108.045,0.716,4.0,0.843,4.0,0.415,1.0,0.464
312,86,All I Need,Fat Joe ft. Tony Sunshine & Armageddon,8,2003-02-15,2003-04-05,278.62668,-2.743,170.677,0.278,4.0,1.0,6.0,0.683,1.0,0.641
313,90,All I Want,Olivia Rodrigo,2,2020-01-18,2020-01-25,177.32277,-6.585,77.599,0.211,3.0,0.281,0.0,0.611,0.0,0.637
314,1,All I Want For Christmas Is You,Mariah Carey,51,2000-01-08,2022-01-08,241.10667,-7.463,150.273,0.153,4.0,0.919,7.0,0.459,1.0,0.471
315,86,All I Want For Christmas Is You (SuperFestive!),Justin Bieber Duet With Mariah Carey,1,2011-11-19,2011-11-19,240.33333,-5.318,150.001,0.509,4.0,1.0,9.0,0.389,0.0,0.312
316,58,All I Want Is You,Miguel ft. J. Cole,14,2010-10-02,2011-01-01,195.37334,-8.127,81.001,0.447,4.0,1.0,11.0,0.595,0.0,0.513
317,18,All I Want To Do,Sugarland,16,2008-07-05,2008-10-18,213.36,-4.999,97.046,0.585,4.0,1.0,4.0,0.221,1.0,0.121
318,45,All In,Lil Baby,8,2020-05-09,2020-09-26,156.03229,-6.442,95.084,0.7,4.0,1.0,11.0,0.322,1.0,0.379
319,24,All In My Head (Flex),Fifth Harmony ft. Fetty Wap,18,2016-07-09,2016-11-05,210.57333,-5.194,95.04,0.278,4.0,1.0,0.0,0.125,0.0,0.377
320,42,All Jacked Up,Gretchen Wilson,11,2005-08-20,2005-10-29,212.52,-3.702,188.72,0.312,3.0,0.199,0.0,0.58,1.0,0.638
321,89,All Kinds Of Kinds,Miranda Lambert,5,2013-10-26,2013-11-23,266.94666,-4.01,157.166,0.382,3.0,1.0,0.0,0.858,1.0,0.69
322,20,All Me,Drake ft. 2 Chainz & Big Sean,20,2013-10-12,2014-02-22,270.86667,-6.977,122.006,0.202,4.0,0.971,1.0,0.476,1.0,0.508
323,11,All Mine,Kanye West,9,2018-06-16,2018-08-11,145.50667,-6.531,121.927,0.174,4.0,1.0,11.0,0.713,0.0,0.642
324,67,All My Friends,21 Savage,2,2019-01-05,2019-01-12,211.78522,-4.513,130.09,0.513,4.0,0.68,0.0,0.57,1.0,0.578
325,59,All My Friends Say,Luke Bryan,13,2007-08-18,2007-11-10,242.8,-4.422,117.036,1.0,4.0,0.978,9.0,0.791,1.0,0.496
326,43,All My Life,Foo Fighters,20,2002-11-02,2003-03-15,263.44,-5.703,167.719,0.438,4.0,0.98,5.0,0.493,1.0,0.292
327,38,All Night,Beyonce,2,2016-05-14,2016-05-21,322.0,-7.079,136.304,0.419,4.0,1.0,11.0,0.24,1.0,0.386
328,53,All Night Parking (Interlude),Adele With Erroll Garner,1,2021-12-04,2021-12-04,161.82948,-9.666,127.989,0.691,3.0,0.754,8.0,0.457,1.0,0.47
329,1,All Of Me,John Legend,59,2013-09-21,2014-12-06,269.56,-7.064,119.93,0.011,4.0,0.665,8.0,0.442,1.0,0.579
330,18,All Of The Lights,Kanye West,25,2010-12-11,2011-07-02,299.61334,-3.284,142.113,0.451,4.0,1.0,1.0,0.16,1.0,0.334
331,71,All Of You,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast",7,2022-01-29,2022-03-12,278.44,-10.623,114.532,0.552,4.0,0.938,11.0,0.648,1.0,0.571
332,52,All On Me,Devin Dawson,20,2017-11-18,2018-04-21,224.62666,-5.488,80.989,0.522,4.0,1.0,5.0,0.64,1.0,0.459
333,3,All Or Nothing,O-Town,20,2001-06-09,2010-05-22,281.42667,-5.201,126.925,0.159,4.0,1.0,0.0,0.275,1.0,0.451
334,59,All Over Me,Josh Turner,18,2010-07-17,2010-11-13,199.49333,-7.359,169.847,0.304,4.0,0.941,1.0,0.715,1.0,0.676
335,51,All Over The Road,Easton Corbin,20,2013-05-25,2013-10-05,163.06667,-3.579,199.851,0.007,4.0,0.903,5.0,0.704,1.0,0.57
336,19,All Summer Long,Kid Rock,20,2008-07-19,2009-01-31,297.58667,-3.629,102.997,0.811,4.0,1.0,7.0,0.868,1.0,0.785
337,24,All That Matters,Justin Bieber,8,2013-11-02,2014-02-01,191.17332,-5.567,129.859,0.383,4.0,1.0,6.0,0.067,0.0,0.38
338,39,All The Above,Maino ft. T-Pain,20,2009-03-14,2009-07-25,319.94046,-3.197,148.828,0.296,4.0,1.0,8.0,0.662,1.0,0.722
339,46,All The Good Girls Go To Hell,Billie Eilish,7,2019-04-13,2019-12-14,168.83977,-8.922,185.044,0.063,4.0,1.0,8.0,0.221,0.0,0.263
340,63,All The Pretty Girls,Kenny Chesney,14,2017-08-19,2017-11-18,212.89333,-3.736,120.996,0.833,4.0,0.983,6.0,0.819,1.0,0.733
341,18,All The Right Moves,OneRepublic,34,2009-10-24,2010-06-12,238.0,-3.527,146.024,0.892,4.0,1.0,0.0,0.384,1.0,0.474
342,6,All The Small Things,Blink-182,23,2000-01-01,2000-05-06,167.06667,-4.918,148.726,0.566,4.0,1.0,0.0,1.0,1.0,0.487
343,7,All The Stars,Kendrick Lamar & SZA,21,2018-01-20,2018-06-09,232.18668,-4.946,96.924,0.196,4.0,0.986,8.0,0.288,1.0,0.495
344,20,All The Things She Said,t.A.T.u.,20,2003-01-04,2003-05-17,214.44,-5.766,89.957,0.024,4.0,0.928,5.0,0.282,0.0,0.578
345,96,All The Way Home,Tamar Braxton,1,2013-12-21,2013-12-21,262.22668,-5.318,107.99,0.713,4.0,1.0,2.0,0.23,0.0,0.289
346,46,All The Way Turnt Up,Roscoe Dash ft. Soulja Boy Tell'em,12,2010-02-13,2010-05-01,293.72,-2.862,132.007,0.617,4.0,0.959,11.0,0.553,0.0,0.406
